idodkq,idodkcol,codigo,quadrat,nombreespecie,nombregenero,nombresubfamilia,nombreestatusbiogeo,codigocoleccion,en,numero,nombres_apellidos,parque,estratoestadistico,temporada,fecha,temperatura,humedad,vel_viento,observaciones,temperaturasuelo,phsuelo,ramas,profundidadhojarasca
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:ee4826c8-0323-4cf7-a8cb-be9ea8fb42e2,T04,Q01,Wasmannia auropunctata,Wasmannia,Myrmicinae,nativa,1,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:dfc6a064-30a4-4715-a266-7bd9d785a0a4,T04,Q01,Strumigenys emmae,Strumigenys,Myrmicinae,cosmopolita,2,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:79c1b168-e4a9-4436-9d80-f77d00f8ba69,T04,Q01,Strumigenys eggersi,Strumigenys,Myrmicinae,nativa,3,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:6ced3b3d-86f4-4bb4-bb7a-b8d87a7b8f25,T04,Q01,Strumigenys lanuginosa,Strumigenys,Myrmicinae,nativa,4,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:936d09c5-2a3a-4fe5-9e32-54873e1e12fe,T04,Q01,Solenopsis pollux,Solenopsis,Myrmicinae,nativa,5,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:1937a1e0-dc7d-4c70-afa9-df81e715bde8,T04,Q01,Cyphomyrmex rimosus,Cyphomyrmex,Myrmicinae,nativa,6,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:99f0c9c2-e5c1-4532-b6a0-95a32c873181,T04,Q01,Hypoponera opacior,Hypoponera,Ponerinae,nativa,7,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:4c463d52-6abf-4fa5-a995-19ec445fe901,T04,Q01,Mycocepurus smithii,Mycocepurus,Myrmicinae,nativa,8,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:e95d97cd-f39c-4b8f-b7d8-c6b7454a05f4,T04,Q01,Pheidole moerens,Pheidole,Myrmicinae,nativa,9,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:b22d5d4f-32ef-4697-bdde-4dd00de4e84b,T04,Q01,Nylanderia steinheili,Nylanderia,Formicinae,nativa,10,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:1ec8935b-77c9-4cf1-8576-ed0d013346fa,T04,Q01,Wasmannia auropunctata,Wasmannia,Myrmicinae,nativa,A,vial,210,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:f91da1b1-ab85-46ac-8bdc-2335a2b81a25,T04,Q01,Strumigenys eggersi,Strumigenys,Myrmicinae,nativa,B,vial,53,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:4537e9a5-07ef-475e-91ad-d984fe47f014,T04,Q01,Solenopsis pollux,Solenopsis,Myrmicinae,nativa,C,vial,52,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:f7f3df1f-70f2-4475-a276-4a9ea87d65c3,T04,Q01,Cyphomyrmex rimosus,Cyphomyrmex,Myrmicinae,nativa,D,vial,17,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:4778630b-2b31-4640-8d40-6b84488c1be7,T04,Q01,Hypoponera opacior,Hypoponera,Ponerinae,nativa,E,vial,4,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:0fc1c163-2296-486f-9e0d-5e9ed1c2abfa,T04,Q01,Pheidole moerens,Pheidole,Myrmicinae,nativa,F,vial,8,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:aa6ea7e2-c786-45dc-976e-dce61dd422a8,T04,Q01,reina(s),,,,G,vial,6,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:188eaf61-bff9-45a0-9298-0ba96d7e58a3,T04,Q01,Strumigenys emmae,Strumigenys,Myrmicinae,cosmopolita,H,vial,15,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:d72921e9-4acf-4f29-bade-9d6075b1da87,T04,Q01,Strumigenys lanuginosa,Strumigenys,Myrmicinae,nativa,I,vial,5,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:7d26696b-dbb4-4a16-b8d7-4d66427b046c,uuid:3c924c91-4934-4b81-beb1-320a8f08ba83,T04,Q01,Mycocepurus smithii,Mycocepurus,Myrmicinae,nativa,J,vial,2,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26,6.6,f,5.5
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:42fb1a29-cb92-4f01-8f1a-4d9c201e0530,T04,Q02,Pheidole moerens,Pheidole,Myrmicinae,nativa,1,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:a6baf428-a895-45b2-b6ba-b82117566285,T04,Q02,Pheidole moerens,Pheidole,Myrmicinae,nativa,2,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:ed8df30e-b57c-4787-a034-f4e6d67fcbbb,T04,Q02,Brachymyrmex heeri,Brachymyrmex,Formicinae,nativa,3,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:0f46855b-f7d3-4fe0-bf88-299897126e8b,T04,Q02,Wasmannia auropunctata,Wasmannia,Myrmicinae,nativa,4,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:2e6303a6-a7bf-4b60-b591-0a60c173be81,T04,Q02,Solenopsis pollux,Solenopsis,Myrmicinae,nativa,5,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:bb7f9328-9811-472c-935b-fc83a86fb18e,T04,Q02,Nylanderia guatemalensis,Nylanderia,Formicinae,nativa,6,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:e3e1497a-23ba-4d91-90b9-e04c916fb348,T04,Q02,Strumigenys eggersi,Strumigenys,Myrmicinae,nativa,7,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:48287e79-2944-4b2e-a62b-8bc3ff12475d,T04,Q02,Strumigenys lanuginosa,Strumigenys,Myrmicinae,nativa,8,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:20980d20-e74b-41fc-936f-a8de147e136a,T04,Q02,Odontomachus bauri,Odontomachus,Ponerinae,nativa,9,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:0928028c-7a43-47ac-b9ec-7f352b4546a3,T04,Q02,Cyphomyrmex rimosus,Cyphomyrmex,Myrmicinae,nativa,10,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:cd9eae10-2b50-41a9-9769-8dd89ff80c33,T04,Q02,Anochetus mayri,Anochetus,Ponerinae,nativa,11,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:a2ec524a-30ee-4fb8-9278-89efdf47c1a2,T04,Q02,Pheidole moerens,Pheidole,Myrmicinae,nativa,A,vial,39,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:37510b64-527e-4d18-9f20-9d6e339c4922,T04,Q02,Brachymyrmex heeri,Brachymyrmex,Formicinae,nativa,B,vial,12,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:54f61cd3-ba9e-40b9-87b8-1d9ed86b76a1,T04,Q02,Wasmannia auropunctata,Wasmannia,Myrmicinae,nativa,C,vial,226,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:51797a50-1a72-4a35-bc52-6cc634bca9ac,T04,Q02,Solenopsis pollux,Solenopsis,Myrmicinae,nativa,D,vial,128,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:38dbfeb1-e4bb-40e2-935e-2cc4dd091ac3,T04,Q02,Nylanderia guatemalensis,Nylanderia,Formicinae,nativa,E,vial,41,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:389e8651-b1bc-4030-a766-0df144fae0e6,T04,Q02,Strumigenys eggersi,Strumigenys,Myrmicinae,nativa,F,vial,24,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:197832eb-7d10-4d87-a140-ff6412dd7386,T04,Q02,Cyphomyrmex rimosus,Cyphomyrmex,Myrmicinae,nativa,G,vial,4,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:4acabaf0-f4f7-4610-b1c0-7c6a5284ae8b,uuid:ddbcfc20-fc76-449e-8e61-934bf1399c0b,T04,Q02,reina(s),,,,H,vial,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.5,t,5.8
uuid:abca1492-f7b8-483b-9418-c093f84bf2fe,uuid:31b143c0-aba6-47ad-a8f7-0f92a7f5df34,T04,Q03,Odontomachus bauri,Odontomachus,Ponerinae,nativa,1,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.6,f,6.4
uuid:abca1492-f7b8-483b-9418-c093f84bf2fe,uuid:7cfb7db2-3e0f-494f-8b88-1aa580407254,T04,Q03,Solenopsis pollux,Solenopsis,Myrmicinae,nativa,2,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.6,f,6.4
uuid:abca1492-f7b8-483b-9418-c093f84bf2fe,uuid:cdc6eb78-63a8-4dc8-9471-2f77de25dfe3,T04,Q03,Pheidole moerens,Pheidole,Myrmicinae,nativa,3,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.6,f,6.4
uuid:abca1492-f7b8-483b-9418-c093f84bf2fe,uuid:f042e41e-cd22-49ab-936b-af39bc5908c2,T04,Q03,Pheidole moerens,Pheidole,Myrmicinae,nativa,4,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.6,f,6.4
uuid:abca1492-f7b8-483b-9418-c093f84bf2fe,uuid:1c6b3b30-7c96-47ce-a2f6-83d8915effc3,T04,Q03,Strumigenys eggersi,Strumigenys,Myrmicinae,nativa,5,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.6,f,6.4
uuid:abca1492-f7b8-483b-9418-c093f84bf2fe,uuid:83ec188c-c1c1-4643-97df-dc78c48c7199,T04,Q03,Brachymyrmex heeri,Brachymyrmex,Formicinae,nativa,6,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.6,f,6.4
uuid:abca1492-f7b8-483b-9418-c093f84bf2fe,uuid:8545142f-842d-4dd2-af8d-c8bbaf4ce6d2,T04,Q03,Hypoponera opacior,Hypoponera,Ponerinae,nativa,7,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.6,f,6.4
uuid:abca1492-f7b8-483b-9418-c093f84bf2fe,uuid:4c7612f7-678a-4913-9612-88f7bff63c06,T04,Q03,Wasmannia auropunctata,Wasmannia,Myrmicinae,nativa,8,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.6,f,6.4
uuid:abca1492-f7b8-483b-9418-c093f84bf2fe,uuid:e2bf1015-c02c-4d4e-bb2a-e7a3d44a223b,T04,Q03,Anochetus mayri,Anochetus,Ponerinae,nativa,9,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.6,f,6.4
uuid:abca1492-f7b8-483b-9418-c093f84bf2fe,uuid:72ed2212-9122-4b7a-b5ad-c61987dc16e9,T04,Q03,Rogeria alzatei,Rogeria,Myrmicinae,nativa,10,alfiler,1,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.6,f,6.4
uuid:abca1492-f7b8-483b-9418-c093f84bf2fe,uuid:2eae88b9-3a55-4300-b90b-2f9e1f996053,T04,Q03,Odontomachus bauri,Odontomachus,Ponerinae,nativa,A,vial,19,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.6,f,6.4
uuid:abca1492-f7b8-483b-9418-c093f84bf2fe,uuid:0745994f-18b3-4835-a997-99b90b169f0e,T04,Q03,Solenopsis pollux,Solenopsis,Myrmicinae,nativa,B,vial,40,Judá Isaí Martínez Uribe,Jardín Botánico Nacional,vaguada,seca,2017-03-09,24.1,66.7,2.3,"bosque conservado, mucha guayiga en el trasecto y alrededores, maya, lianas, framboyan, helechos, burcera cimaruba, almacigo, tamarindo de teta, guanito. Suelo seco. Q10 cayo en pendiente",26.1,6.6,f,6.4
